1.2733e-11-1.6816e+05i,1.2733e-11+1.6816e+05i,-3.4106e-13-75774i,-3.4106e-13+75774i,7.276e-12-56346i,7.276e-12+56346i,-2.7285e-12-30856i,-2.7285e-12+30856i,1.4779e-12-23418i,1.4779e-12+23418i,0-12435i,0+12435i,-1.7621e-12-3579.6i,-1.7621e-12+3579.6i,3.4106e-12-5290.9i,3.4106e-12+5290.9i
0-3.1226e+05i,0+3.1226e+05i,0-1.0804e+05i,0+1.0804e+05i,-4.5475e-13-45669i,-4.5475e-13+45669i,8.6402e-12-33532i,8.6402e-12+33532i,-6.8212e-13-19923i,-6.8212e-13+19923i,-2.2737e-13-9831i,-2.2737e-13+9831i,9.0949e-13-4333.9i,9.0949e-13+4333.9i,-6.8212e-13-2058.8i,-6.8212e-13+2058.8i
9.5497e-12-2.1124e+05i,9.5497e-12+2.1124e+05i,-6.8212e-12-80043i,-6.8212e-12+80043i,9.6634e-13-40635i,9.6634e-13+40635i,2.2737e-12-25144i,2.2737e-12+25144i,-1.3642e-12-18603i,-1.3642e-12+18603i,-2.0464e-12-12167i,-2.0464e-12+12167i,-3.979e-12-5247.8i,-3.979e-12+5247.8i,5.6843e-14-1185.6i,5.6843e-14+1185.6i
5.457e-12-2.1029e+05i,5.457e-12+2.1029e+05i,-6.8212e-12-1.1659e+05i,-6.8212e-12+1.1659e+05i,-2.2737e-12-63240i,-2.2737e-12+63240i,-2.0464e-12-39646i,-2.0464e-12+39646i,-4.5475e-12-20539i,-4.5475e-12+20539i,-4.8885e-12-12107i,-4.8885e-12+12107i,-1.1369e-13-4374.9i,-1.1369e-13+4374.9i,-1.4211e-12-1151.9i,-1.4211e-12+1151.9i
-3.638e-12-1.7192e+05i,-3.638e-12+1.7192e+05i,0-99882i,0+99882i,1.6733e-77-32775i,1.6733e-77+32775i,6.3665e-12-25526i,6.3665e-12+25526i,-2.5011e-12-16612i,-2.5011e-12+16612i,3.638e-12-10950i,3.638e-12+10950i,-6.8212e-13-5863.4i,-6.8212e-13+5863.4i,1.0232e-12-1935.6i,1.0232e-12+1935.6i
2.9559e-12-1.67e+05i,2.9559e-12+1.67e+05i,-7.276e-12-1.0475e+05i,-7.276e-12+1.0475e+05i,-1.1369e-13-35477i,-1.1369e-13+35477i,-1.1369e-13-28338i,-1.1369e-13+28338i,-3.638e-12-20431i,-3.638e-12+20431i,-2.1032e-12-14963i,-2.1032e-12+14963i,-3.9222e-12-2259.2i,-3.9222e-12+2259.2i,2.0464e-12-1791.7i,2.0464e-12+1791.7i
6.1391e-12-1.4804e+05i,6.1391e-12+1.4804e+05i,-3.638e-12-75098i,-3.638e-12+75098i,-1.819e-12-32199i,-1.819e-12+32199i,3.638e-12-26547i,3.638e-12+26547i,1.819e-12-16831i,1.819e-12+16831i,0-9481.1i,0+9481.1i,2.8422e-13-4444.8i,2.8422e-13+4444.8i,3.5016e-13-855.01i,3.5016e-13+855.01i
1.2278e-11-2.675e+05i,1.2278e-11+2.675e+05i,-5.457e-12-1.4697e+05i,-5.457e-12+1.4697e+05i,-5.457e-12-62822i,-5.457e-12+62822i,9.0949e-13-38144i,9.0949e-13+38144i,-4.0927e-12-27076i,-4.0927e-12+27076i,2.8422e-13-15936i,2.8422e-13+15936i,-1.6644e-12-5397.6i,-1.6644e-12+5397.6i,4.4906e-12-1890i,4.4906e-12+1890i
-5.9117e-12-1.4964e+05i,-5.9117e-12+1.4964e+05i,2.2737e-12-81290i,2.2737e-12+81290i,3.9222e-12-53342i,3.9222e-12+53342i,-4.5475e-12-32578i,-4.5475e-12+32578i,1.7621e-12-27011i,1.7621e-12+27011i,8.8107e-13-13200i,8.8107e-13+13200i,-4.3201e-12-3297.9i,-4.3201e-12+3297.9i,2.8422e-14-1142.7i,2.8422e-14+1142.7i
1.4552e-11-1.3321e+05i,1.4552e-11+1.3321e+05i,3.638e-12-90434i,3.638e-12+90434i,9.0949e-13-56500i,9.0949e-13+56500i,-1.9753e-12-19428i,-1.9753e-12+19428i,2.7285e-12-13094i,2.7285e-12+13094i,-7.9581e-13-7324i,-7.9581e-13+7324i,-1.1937e-12-1906i,-1.1937e-12+1906i,-1.1369e-12-635.77i,-1.1369e-12+635.77i
-1.819e-12-1.2275e+05i,-1.819e-12+1.2275e+05i,-5.0022e-12-65803i,-5.0022e-12+65803i,-2.2737e-12-45931i,-2.2737e-12+45931i,8.1855e-12-22738i,8.1855e-12+22738i,-3.638e-12-13716i,-3.638e-12+13716i,-2.2737e-13-4371.8i,-2.2737e-13+4371.8i,5.6843e-12-1933.9i,5.6843e-12+1933.9i,-1.0658e-12-395.75i,-1.0658e-12+395.75i
4.7748e-12-1.4101e+05i,4.7748e-12+1.4101e+05i,-6.8212e-12-65065i,-6.8212e-12+65065i,3.5243e-12-49686i,3.5243e-12+49686i,-3.638e-12-16755i,-3.638e-12+16755i,1.819e-12-11595i,1.819e-12+11595i,-7.9581e-13-5145.9i,-7.9581e-13+5145.9i,2.8422e-13-1434i,2.8422e-13+1434i,-9.0949e-13-2189.2i,-9.0949e-13+2189.2i
1.0914e-11-3.6719e+05i,1.0914e-11+3.6719e+05i,6.3665e-12-53577i,6.3665e-12+53577i,-1.819e-12-30744i,-1.819e-12+30744i,-1.3642e-12-10525i,-1.3642e-12+10525i,-5.2438e-12-6570.7i,-5.2438e-12+6570.7i,-5.1728e-12-4207.6i,-5.1728e-12+4207.6i,2.1316e-12-1168.8i,2.1316e-12+1168.8i,-1.0374e-12-161.24i,-1.0374e-12+161.24i
1.819e-12-2.6448e+05i,1.819e-12+2.6448e+05i,1.4552e-11-1.4245e+05i,1.4552e-11+1.4245e+05i,5.0022e-12-62884i,5.0022e-12+62884i,4.5475e-13-29000i,4.5475e-13+29000i,-4.5475e-13-26835i,-4.5475e-13+26835i,4.5475e-13-11089i,4.5475e-13+11089i,-5.2207e-12-6109.9i,-5.2207e-12+6109.9i,4.5475e-13-2875.4i,4.5475e-13+2875.4i
2.558e-13-2.6044e+05i,2.558e-13+2.6044e+05i,1.4097e-11-1.4889e+05i,1.4097e-11+1.4889e+05i,-1.819e-12-64350i,-1.819e-12+64350i,-2.7285e-12-33186i,-2.7285e-12+33186i,6.8212e-13-25281i,6.8212e-13+25281i,0-14601i,0+14601i,-5.457e-12-4611.1i,-5.457e-12+4611.1i,-5.1159e-13-1670.9i,-5.1159e-13+1670.9i
-6.0538e-12-1.82e+05i,-6.0538e-12+1.82e+05i,5.457e-12-95619i,5.457e-12+95619i,-4.1496e-12-44931i,-4.1496e-12+44931i,-3.6948e-12-29630i,-3.6948e-12+29630i,-4.5475e-13-21051i,-4.5475e-13+21051i,3.1832e-12-9518.8i,3.1832e-12+9518.8i,-5.6843e-13-3377.1i,-5.6843e-13+3377.1i,-7.816e-13-777.67i,-7.816e-13+777.67i
1.819e-12-1.7554e+05i,1.819e-12+1.7554e+05i,4.4338e-12-1.2381e+05i,4.4338e-12+1.2381e+05i,-2.899e-12-43167i,-2.899e-12+43167i,7.276e-12-39379i,7.276e-12+39379i,-9.0949e-13-18406i,-9.0949e-13+18406i,2.2737e-12-11431i,2.2737e-12+11431i,-1.3642e-12-5968.6i,-1.3642e-12+5968.6i,4.5475e-13-3069.5i,4.5475e-13+3069.5i
-2.7285e-12-2.6007e+05i,-2.7285e-12+2.6007e+05i,-1.3642e-12-1.2496e+05i,-1.3642e-12+1.2496e+05i,-1.5916e-12-71342i,-1.5916e-12+71342i,2.0464e-12-35214i,2.0464e-12+35214i,-5.7554e-13-23881i,-5.7554e-13+23881i,-9.436e-12-10249i,-9.436e-12+10249i,-9.0949e-13-5695.4i,-9.0949e-13+5695.4i,-1.7053e-12-1518.5i,-1.7053e-12+1518.5i
-2.2737e-12-2.3463e+05i,-2.2737e-12+2.3463e+05i,0-1.2603e+05i,0+1.2603e+05i,5.457e-12-39216i,5.457e-12+39216i,-1.9185e-12-34598i,-1.9185e-12+34598i,1.5348e-12-23500i,1.5348e-12+23500i,-2.2737e-12-11460i,-2.2737e-12+11460i,7.3896e-13-3912.2i,7.3896e-13+3912.2i,1.4815e-12-685.21i,1.4815e-12+685.21i
-5.457e-12-2.0104e+05i,-5.457e-12+2.0104e+05i,-7.276e-12-1.2273e+05i,-7.276e-12+1.2273e+05i,0-42038i,0+42038i,-6.8212e-13-25917i,-6.8212e-13+25917i,-1.819e-12-20650i,-1.819e-12+20650i,3.1832e-12-6855.2i,3.1832e-12+6855.2i,-7.9581e-13-4235.3i,-7.9581e-13+4235.3i,-2.4443e-12-672.54i,-2.4443e-12+672.54i
0-1.1153e+05i,0+1.1153e+05i,-4.5475e-13-88185i,-4.5475e-13+88185i,3.098e-12-28863i,3.098e-12+28863i,2.2737e-12-20150i,2.2737e-12+20150i,-5.5138e-12-15786i,-5.5138e-12+15786i,4.5475e-12-10097i,4.5475e-12+10097i,0-5146.8i,0+5146.8i,-2.7285e-12-777.35i,-2.7285e-12+777.35i
-1.6769e-12-1.3853e+05i,-1.6769e-12+1.3853e+05i,9.0949e-13-83520i,9.0949e-13+83520i,-2.2737e-13-35267i,-2.2737e-13+35267i,5.2296e-12-24212i,5.2296e-12+24212i,1.819e-12-13332i,1.819e-12+13332i,-2.0464e-12-6626.9i,-2.0464e-12+6626.9i,2.9559e-12-3985.9i,2.9559e-12+3985.9i,-2.1032e-12-980.54i,-2.1032e-12+980.54i
1.0459e-11-1.5781e+05i,1.0459e-11+1.5781e+05i,-1.0914e-11-1.198e+05i,-1.0914e-11+1.198e+05i,-3.2969e-12-36307i,-3.2969e-12+36307i,-3.1832e-12-24703i,-3.1832e-12+24703i,-1.9327e-12-16131i,-1.9327e-12+16131i,7.6739e-13-7032.7i,7.6739e-13+7032.7i,1.4779e-12-1621.9i,1.4779e-12+1621.9i,-1.4211e-13-660.68i,-1.4211e-13+660.68i
-6.8212e-12-1.1048e+05i,-6.8212e-12+1.1048e+05i,1.08e-12-86246i,1.08e-12+86246i,9.0949e-13-29329i,9.0949e-13+29329i,-3.4106e-13-21501i,-3.4106e-13+21501i,2.2737e-12-16083i,2.2737e-12+16083i,-1.3642e-12-6302.9i,-1.3642e-12+6302.9i,-9.0949e-13-4815.3i,-9.0949e-13+4815.3i,2.16e-12-56.308i,2.16e-12+56.308i
-4.5475e-13-1.1362e+05i,-4.5475e-13+1.1362e+05i,-1.4779e-12-92708i,-1.4779e-12+92708i,-1.5916e-12-37682i,-1.5916e-12+37682i,-9.0949e-13-19928i,-9.0949e-13+19928i,-3.1832e-12-15233i,-3.1832e-12+15233i,3.2969e-12-13388i,3.2969e-12+13388i,0-5891.7i,0+5891.7i,1.485e-12-201.2i,1.485e-12+201.2i
-1.819e-12-2.356e+05i,-1.819e-12+2.356e+05i,1.3074e-12-1.1294e+05i,1.3074e-12+1.1294e+05i,-9.0949e-13-81585i,-9.0949e-13+81585i,7.1054e-13-20451i,7.1054e-13+20451i,4.5475e-13-12712i,4.5475e-13+12712i,-6.8212e-13-10883i,-6.8212e-13+10883i,1.5632e-12-4798.6i,1.5632e-12+4798.6i,-7.1054e-13-2033.9i,-7.1054e-13+2033.9i
7.276e-12-3.4798e+05i,7.276e-12+3.4798e+05i,-4.5475e-12-1.2812e+05i,-4.5475e-12+1.2812e+05i,0-78169i,0+78169i,-9.0949e-13-20094i,-9.0949e-13+20094i,5.9117e-12-14261i,5.9117e-12+14261i,-2.7285e-12-7323.7i,-2.7285e-12+7323.7i,2.9843e-12-2382.3i,2.9843e-12+2382.3i,-6.6507e-12-1265.6i,-6.6507e-12+1265.6i
-5.457e-12-2.5436e+05i,-5.457e-12+2.5436e+05i,-2.5011e-12-86464i,-2.5011e-12+86464i,1.819e-12-43925i,1.819e-12+43925i,-9.0949e-13-24295i,-9.0949e-13+24295i,2.7285e-12-15512i,2.7285e-12+15512i,-1.5916e-12-9324.4i,-1.5916e-12+9324.4i,0-5325.7i,0+5325.7i,-2.5633e-12-687.7i,-2.5633e-12+687.7i
-7.276e-12-2.0467e+05i,-7.276e-12+2.0467e+05i,8.562e-13-1.2237e+05i,8.562e-13+1.2237e+05i,-4.5475e-12-69222i,-4.5475e-12+69222i,-5.0022e-12-22124i,-5.0022e-12+22124i,4.4302e-12-17231i,4.4302e-12+17231i,4.5475e-13-11212i,4.5475e-13+11212i,7.7591e-12-761.84i,7.7591e-12+761.84i,-2.2737e-13-6311.5i,-2.2737e-13+6311.5i
6.3665e-12-4.2446e+05i,6.3665e-12+4.2446e+05i,-1.0914e-11-1.2843e+05i,-1.0914e-11+1.2843e+05i,-1.7053e-12-73760i,-1.7053e-12+73760i,6.3665e-12-26905i,6.3665e-12+26905i,-2.2737e-12-21261i,-2.2737e-12+21261i,-1.819e-12-12604i,-1.819e-12+12604i,-2.6148e-12-3503.6i,-2.6148e-12+3503.6i,4.8956e-12-173.83i,4.8956e-12+173.83i
0-4.5312e+05i,0+4.5312e+05i,-1.6144e-11-1.2605e+05i,-1.6144e-11+1.2605e+05i,5.457e-12-73223i,5.457e-12+73223i,5.0022e-12-26673i,5.0022e-12+26673i,1.3642e-12-22935i,1.3642e-12+22935i,2.7285e-12-13512i,2.7285e-12+13512i,-5.6843e-12-6997.9i,-5.6843e-12+6997.9i,1.1312e-11-1759.2i,1.1312e-11+1759.2i
